objectid,ahupuaa,moku,mokupuni,other,gisacres,createdby,agency,publishdat,createdate,modifiedda,modifiedby,deliveryda,sourceid,severity,comments,st_areashape,st_lengthshape
428,"Pākininui, Puʻulena",Kaʻū,Hawaiʻi, ,9647.810, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,39043215.7235103,0
429,"Kahilipaliiki, Kah",Kaʻū,Hawaiʻi, ,1528.678, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6186312.79876973,0
431,Kāwala,Kaʻū,Hawaiʻi, ,1996.043, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8077675.66069933,0
433,Honuʻapo,Kaʻū,Hawaiʻi, ,2171.140, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8786291.08073347,0
434,"Kaunāmano, Napauku",Kaʻū,Hawaiʻi, ,4589.622, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18573508.841784,0
432,Kahilipalinui,Kaʻū,Hawaiʻi, ,2506.825, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10144726.3576889,0
435,Kīʻolokū,Kaʻū,Hawaiʻi, ,874.5358, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3539118.27492334,0
436,Mohokeanui,Kaʻū,Hawaiʻi, ,142.0088, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,574681.660923544,0
440,Hīleanui,Kaʻū,Hawaiʻi, ,4309.683, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17440735.6396511,0
441,Waiʻōhinu,Kaʻū,Hawaiʻi, ,15311.01, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,61961488.0073689,0
442,Punaluʻu,Kaʻū,Hawaiʻi, ,5544.160, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,22436500.310806,0
437,"Kiolakaʻa, Puʻumakaʻā",Kaʻū,Hawaiʻi, ,13029.13, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,52726887.5691593,0
438,Hīleaiki,Kaʻū,Hawaiʻi, ,2083.998, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8433667.88959217,0
439,Manukā,Kaʻū,Hawaiʻi, ,23630.51, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,95628203.2893381,0
458,Kaiwiki,Hāmākua,Hawaiʻi, ,2139.829, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8659496.0822244,0
443,Hionamoa,Kaʻū,Hawaiʻi, ,1810.303, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7325958.46667273,0
444,"Kaʻalāiki, Hiʻonaʻā",Kaʻū,Hawaiʻi, ,16233.35, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,65694199.4446543,0
445,"Pāʻauʻau 1, Palima",Kaʻū,Hawaiʻi, ,1490.085, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6030091.79902757,0
446,Mohokea,Kaʻū,Hawaiʻi, ,2291.947, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9275246.67662094,0
447,"Halelua, Wailoa, Kumu",Kaʻū,Hawaiʻi, ,7337.798, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,29694653.7213574,0
448,Keaīwa,Kaʻū,Hawaiʻi, ,1767.479, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7152643.61555493,0
449,Pāʻauʻau 2,Kaʻū,Hawaiʻi, ,3399.326, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13756626.143222,0
450,"Kaʻalaʻala, Kanaio",Kaʻū,Hawaiʻi, ,15649.49, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,63330520.0126112,0
451,"Wailau, Nīnole, Kaʻa",Kaʻū,Hawaiʻi, ,36604.27, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,148133333.678296,0
452,Kahuku,Kaʻū,Hawaiʻi, ,219565.1, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,888555493.914181,0
453,Kapāpala,Kaʻū,Hawaiʻi, ,185353.3, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,750094728.922866,0
536,Keālia 2,Kona,Hawaiʻi, ,1864.790, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7546548.51625482,0
454,Keauhou,Kaʻū,Hawaiʻi, ,63798.42, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,258181007.306378,0
455,Kaʻohe Mauka,Hāmākua,Hawaiʻi, ,223474.6, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,904380198.418298,0
456,Pāʻauhau-mauka,Hāmākua,Hawaiʻi, ,41239.14, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,166889514.717249,0
522,"Makanikahio 1-2, Auau",Kohala,Hawaiʻi, ,350.4882, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1418393.47022766,0
457,Manowaialeʻe,Hāmākua,Hawaiʻi, ,1528.510, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6185608.42420464,0
459,"Niupea, Kealakaha",Hāmākua,Hawaiʻi, ,3645.628, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14753169.7568861,0
469,Opihilala,Hāmākua,Hawaiʻi, ,442.5279, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1790820.60859026,0
460,Kaʻala,Hāmākua,Hawaiʻi, ,2406.480, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9738596.13175363,0
461,"Hōʻea, Manowaikohau",Hāmākua,Hawaiʻi, ,4359.818, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17643371.5099541,0
462,Kainehe,Hāmākua,Hawaiʻi, ,507.7084, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2054593.86964216,0
463,Kūkaʻiau,Hāmākua,Hawaiʻi, ,6165.905, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24952311.9992227,0
464,Koholālele,Hāmākua,Hawaiʻi, ,7428.612, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,30062274.1512086,0
465,Kaʻohe,Hāmākua,Hawaiʻi, ,19222.57, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,77790357.1669413,0
466,ʻĀʻāmanu,Hāmākua,Hawaiʻi, ,548.0857, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2217991.71420773,0
477,Waikaʻalulu,Hāmākua,Hawaiʻi, ,133.7131, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,541109.760118624,0
467,Paʻauilo,Hāmākua,Hawaiʻi, ,847.6085, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3430099.22037948,0
468,Hauola,Hāmākua,Hawaiʻi, ,759.6884, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3074304.0723711,0
483,Paʻalaea,Hāmākua,Hawaiʻi, ,146.2804, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,591966.851095372,0
470,Mānienie,Hāmākua,Hawaiʻi, ,506.5722, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2049994.45078081,0
471,Kamoauau,Hāmākua,Hawaiʻi, ,248.5795, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1005950.69210705,0
496,Kaihoʻonā,Kohala,Hawaiʻi, ,838.0406, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3391550.07279294,0
472,Kamaui,Hāmākua,Hawaiʻi, ,369.7560, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1496327.62313646,0
473,Pohakuhaku,Hāmākua,Hawaiʻi, ,591.5242, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2393778.34627958,0
474,Kemau,Hāmākua,Hawaiʻi, ,389.0072, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1574233.22791358,0
475,Kamoku,Hāmākua,Hawaiʻi, ,6770.027, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,27397239.2151686,0
476,"Alaeakila, Kaapahu",Hāmākua,Hawaiʻi, ,4981.311, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,20158338.9647086,0
523,Awalua,Kohala,Hawaiʻi, ,547.2057, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2214543.24160675,0
524,"Makapala, Niuliʻi",Kohala,Hawaiʻi, ,4124.153, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16690306.8551497,0
525,ʻĀʻamakaō,Kohala,Hawaiʻi, ,1744.979, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7061935.26911103,0
478,Papalele,Hāmākua,Hawaiʻi, ,302.4006, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1223753.81118326,0
479,Kalopā,Hāmākua,Hawaiʻi, ,8329.236, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,33706899.4402386,0
480,"Weha, Mahakuolo",Hāmākua,Hawaiʻi, ,1759.416, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7119998.61333912,0
481,Pāʻauhau,Hāmākua,Hawaiʻi, ,8480.758, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,34319998.517314,0
498,Puaiki,Kohala,Hawaiʻi, ,296.8761, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1201457.34204857,0
482,"Kalua, Pakiloa, ʻŌuhi, Kaao",Hāmākua,Hawaiʻi, ,1547.096, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6260780.44396134,0
484,Papaʻanui,Hāmākua,Hawaiʻi, ,479.3752, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1939932.61308633,0
485,"Namoku, Papuaʻa",Hāmākua,Hawaiʻi, ,413.2066, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1672162.06640229,0
486,Haina,Hāmākua,Hawaiʻi, ,397.9916, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1610589.9978015,0
487,Nienie,Hāmākua,Hawaiʻi, ,10982.92, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,44445832.913705,0
499,Kiʻiokalani,Kohala,Hawaiʻi, ,611.3753, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2474235.52136966,0
500,Pōhakulua,Kohala,Hawaiʻi, ,340.5163, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1378070.10538705,0
488,"Koloaha, Kulihaʻi",Hāmākua,Hawaiʻi, ,928.7091, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3758293.70857094,0
489,Papaki,Hāmākua,Hawaiʻi, ,95.81463, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,387742.077123212,0
490,"Au 1-2, Āhualoa",Hāmākua,Hawaiʻi, ,1018.761, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4122716.04446175,0
491,Kuilei 1-2,Hāmākua,Hawaiʻi, ,392.4360, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1588107.62505042,0
492,Kahuā 2,Kohala,Hawaiʻi, ,5398.334, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21847045.1503814,0
501,Puanui,Kohala,Hawaiʻi, ,500.8213, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2026824.15952359,0
529,Pāhoehoe B 1-3,Kona,Hawaiʻi, ,1709.530, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6918211.81743517,0
493,"Makiloa, Pahinahina",Kohala,Hawaiʻi, ,2277.519, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9217118.82807674,0
503,Makeanehu,Kohala,Hawaiʻi, ,654.8852, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2650320.81385462,0
605,West Kaupakulua,Hāmākualoa,Maui, ,193.0295, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,781185.683103058,0
494,Kahuā 1,Kohala,Hawaiʻi, ,3975.740, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16089809.3797324,0
495,"Pōhakulua, Ahulua",Kohala,Hawaiʻi, ,777.2114, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3145374.18173857,0
606,Peahi,Hāmākualoa,Maui, ,2143.085, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8673007.24015294,0
497,"Kalala 1-2, Kokiʻo",Kohala,Hawaiʻi, ,3737.935, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15127420.5326042,0
534,Kauhakō,Kona,Hawaiʻi, ,700.7360, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2835776.96749942,0
502,Kehena 2,Kohala,Hawaiʻi, ,3845.038, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15560821.1763308,0
504,"Kehena 1, Kipi",Kohala,Hawaiʻi, ,1404.475, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5683913.32781218,0
505,Kaupalaoa,Kohala,Hawaiʻi, ,1000.277, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4048124.44561697,0
511,"Māhukona, Hihiu, K",Kohala,Hawaiʻi, ,1623.022, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6568375.80812973,0
506,Kaiholena,Kohala,Hawaiʻi, ,2791.639, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11297767.6684745,0
508,"Puʻukole, Koea, Lapakahi",Kohala,Hawaiʻi, ,2047.966, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8288121.79379601,0
507,"Kaipuhaʻa, Lamaloloa",Kohala,Hawaiʻi, ,4182.309, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16925811.7600879,0
509,Puʻuokumau,Kohala,Hawaiʻi, ,474.3983, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1919891.07985498,0
510,ʻĀwini,Kohala,Hawaiʻi, ,1976.365, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7998142.82361284,0
512,Nunuluiki,Kohala,Hawaiʻi, ,375.9332, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1521402.71549549,0
517,Pololū,Kohala,Hawaiʻi, ,1909.561, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7727815.36345196,0
518,Nunulunui,Kohala,Hawaiʻi, ,868.0389, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3512956.01012863,0
519,Kapunapuna,Kohala,Hawaiʻi, ,494.8289, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2002574.04241925,0
526,Kukuipahu,Kohala,Hawaiʻi, ,2605.706, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10545303.6617874,0
527,Kaʻohe 4,Kona,Hawaiʻi, ,953.7842, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3859817.83108605,0
528,Kaʻohe 1-3,Kona,Hawaiʻi, ,2104.477, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8516499.00598324,0
530,"Pāhoehoe A 1-4, Mau",Kona,Hawaiʻi, ,2699.517, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10924535.0623543,0
531,Honokua,Kona,Hawaiʻi, ,7123.200, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,28826543.2713504,0
532,Waiea,Kona,Hawaiʻi, ,2646.690, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10710769.2165411,0
533,Kalāhiki,Kona,Hawaiʻi, ,2561.673, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10366722.3308612,0
537,Kauleolī 1-2,Kona,Hawaiʻi, ,507.1630, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2052415.94866917,0
538,Kiʻilae,Kona,Hawaiʻi, ,5342.310, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21619625.8665231,0
575,Mahaiʻula,Kona,Hawaiʻi, ,1065.769, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4313100.78202153,0
539,Keālia 1,Kona,Hawaiʻi, ,6346.409, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,25683057.2237534,0
540,Kēōkea,Kona,Hawaiʻi, ,4515.337, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18272969.0865982,0
541,Hōnaunau,Kona,Hawaiʻi, ,7050.359, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,28531871.4000669,0
542,Keʻei 1,Kona,Hawaiʻi, ,1190.763, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4818860.07229905,0
543,Keʻei 2,Kona,Hawaiʻi, ,6779.906, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,27437396.4112259,0
544,Kahauloa 2,Kona,Hawaiʻi, ,4898.211, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19822444.7910469,0
545,"Kealakekua, Kīloa 1",Kona,Hawaiʻi, ,13868.21, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,56123012.9436207,0
546,"Keʻekeʻe 1-2, Kanakau",Kona,Hawaiʻi, ,4785.375, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19365803.0782085,0
547,Kaʻawaloa,Kona,Hawaiʻi, ,2268.200, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9179124.02784911,0
548,"Honalo, Māʻihi 1-2",Kona,Hawaiʻi, ,20048.16, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,81132495.8132941,0
549,Kahaluʻu,Kona,Hawaiʻi, ,5096.594, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,20625303.0641146,0
550,Keauhou 1,Kona,Hawaiʻi, ,5441.848, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,22022504.3205097,0
551,Hōlualoa 3,Kona,Hawaiʻi, ,333.8866, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1351198.32255957,0
552,Hōlualoa 4,Kona,Hawaiʻi, ,753.8228, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3050629.46068364,0
553,"Kaumalumalu, Pāhoehoe",Kona,Hawaiʻi, ,4794.636, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19403327.7121194,0
554,Puapuaʻa 2,Kona,Hawaiʻi, ,418.4791, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1693533.53892938,0
576,Makalawena,Kona,Hawaiʻi, ,685.5817, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2774506.72945394,0
555,"Puaʻa 2-3, Waiʻaha 1",Kona,Hawaiʻi, ,2146.622, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8687119.83887504,0
557,Puaʻa 1,Kona,Hawaiʻi, ,824.3187, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3335921.49701569,0
556,"Lanihau 1-2, Moeauo",Kona,Hawaiʻi, ,3940.484, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15946670.0274538,0
641,Moaliʻi,Lāhainā,Maui, ,160.4145, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,649203.250097839,0
558,Hōlualoa 1-2,Kona,Hawaiʻi, ,7633.684, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,30892632.5767234,0
573,Kau,Kona,Hawaiʻi, ,1546.919, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6260232.831898,0
559,Keahuolū,Kona,Hawaiʻi, ,4069.393, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16468370.4580573,0
577,Awakeʻe,Kona,Hawaiʻi, ,1832.415, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7415667.41957101,0
560,Kealakehe,Kona,Hawaiʻi, ,3533.559, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14299920.8498751,0
561,Honuaʻula,Kona,Hawaiʻi, ,5834.170, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23610224.9000933,0
582, ,Honuaʻula,Molokini, ,19.72621, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,79832.4342581038,0
583, ,Honuaʻula,Kahoʻolawe, ,28548.06, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,115535255.349082,0
562,Kohanaiki,Kona,Hawaiʻi, ,1696.926, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6867281.36698067,0
563,ʻOʻoma 2,Kona,Hawaiʻi, ,1685.782, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6822185.71122618,0
584,Honokōhau,Kāʻanapali,Maui, ,8816.976, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,35682493.9880641,0
585,Honolua,Kāʻanapali,Maui, ,4130.637, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16716782.656429,0
586,Kahakuloa,Kāʻanapali,Maui, ,10350.60, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,41889271.5915424,0
587,Honokahua,Kāʻanapali,Maui, ,3412.343, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13809879.4844902,0
564,Honokōhau 1-3,Kona,Hawaiʻi, ,3709.595, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15012313.6839115,0
