objectid,ahupuaa,moku,mokupuni,other,gisacres,createdby,agency,publishdat,createdate,modifiedda,modifiedby,deliveryda,sourceid,severity,comments,st_areashape,st_lengthshape
565,Kaloko,Kona,Hawaiʻi, ,4312.020, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17450265.2944035,0
566,Keauhou 2,Kona,Hawaiʻi, ,124792.8, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,505025786.217314,0
567,ʻOʻoma 1,Kona,Hawaiʻi, ,1997.953, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8085514.64446884,0
568,Honuaʻula,Kona,Hawaiʻi, ,1252.451, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5068527.83213867,0
569,Hamanamana,Kona,Hawaiʻi, ,869.3274, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3518078.6737916,0
570,Kalaoa 1-5,Kona,Hawaiʻi, ,3506.123, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14188914.0112762,0
571,Haleohiu,Kona,Hawaiʻi, ,707.7231, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2864087.3046063,0
572,Makaʻula,Kona,Hawaiʻi, ,282.1877, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1141987.07233894,0
574,"Kaulana, Awalua, ʻŌhiki",Kona,Hawaiʻi, ,5228.076, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21157612.0042799,0
607,Moʻomoku,Kāʻanapali,Maui, ,295.3693, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1195371.64355729,0
608,Halehaku,Hāmākualoa,Maui, ,3758.003, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15208525.909603,0
578,"Kūkiʻo, Maniniʻōwali",Kona,Hawaiʻi, ,2882.172, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11663955.0027434,0
588,Nāpili 2-3,Kāʻanapali,Maui, ,502.6827, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2034380.31931112,0
610,Kealiʻiiki,Hāmākualoa,Maui, ,102.0690, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,413070.388997724,0
579,Kaʻūpūlehu,Kona,Hawaiʻi, ,18316.36, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,74124807.7417187,0
580,Puʻuwaʻawaʻa,Kona,Hawaiʻi, ,40246.31, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,162873479.105522,0
581,Puʻuanahulu,Kona,Hawaiʻi, ,71144.92, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,287917464.993881,0
589,Nāpili 4-5,Kāʻanapali,Maui, ,242.7424, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,982389.720839756,0
594,Nāpili 1,Kāʻanapali,Maui, ,86.06297, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,348300.533640045,0
618,Kapunakea,Lāhainā,Maui, ,66.66625, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,269800.842092224,0
590,Honokeana,Kāʻanapali,Maui, ,554.8797, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2245623.46490157,0
623,Aki,Lāhainā,Maui, ,366.6889, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1484003.53866775,0
591,ʻAlaeloa,Kāʻanapali,Maui, ,836.4974, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3385342.62263903,0
592,Mailepai,Kāʻanapali,Maui, ,869.7955, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3520100.2294267,0
593,Kahana,Kāʻanapali,Maui, ,3058.789, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12379052.4233365,0
595,Māhinahina 4,Kāʻanapali,Maui, ,187.9827, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,760774.421734159,0
596,Waiheʻe,Pūʻali Komohana,Maui, ,6461.576, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,26150229.2639034,0
597,Honokōwai,Kāʻanapali,Maui, ,4320.826, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17486556.0554091,0
598,Paʻuwela,Hāmākualoa,Maui, ,572.5855, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2317240.14045934,0
599,ʻŌpana,Hāmākualoa,Maui, ,1611.249, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6520681.67938269,0
604,Keaaula,Hāmākualoa,Maui, ,191.5863, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,775344.481861632,0
600,Kuiaha,Hāmākualoa,Maui, ,313.4344, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1268461.64389579,0
601,Haʻikū,Hāmākualoa,Maui, ,5262.227, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21296118.9716395,0
602,Ulumalu,Hāmākualoa,Maui, ,1502.898, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6082189.42490744,0
603,East Kaupakulua,Hāmākualoa,Maui, ,293.4549, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1187604.49394327,0
609,Hāmākuapoko,Hāmākuapoko,Maui, ,6148.866, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24884355.8269979,0
611,Hanakaʻōʻō,Lāhainā,Maui, ,3518.887, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14241074.8632517,0
612,Honopou,Hāmākualoa,Maui, ,5683.737, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23001801.8433512,0
613,Hāmākualoa,Hāmākualoa,Maui, ,2764.043, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11186016.9803064,0
614,Waiehu,Pūʻali Komohana,Maui, ,3455.464, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13984363.4128223,0
615,Mokupapa,Hāmākualoa,Maui, ,196.6810, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,795958.035444548,0
616,Kahua,Lāhainā,Maui, ,80.30646, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,325003.404635297,0
620,Waipiʻoiki,Hāmākualoa,Maui, ,251.0186, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1015859.34055856,0
617,Wahikuli,Lāhainā,Maui, ,2409.061, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9749559.73567457,0
619,Hanehoi,Hāmākualoa,Maui, ,766.3374, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3101328.32348485,0
621,Waipiʻonui,Hāmākualoa,Maui, ,191.2180, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,773849.734901125,0
622,Wailuku,Pūʻali Komohana,Maui, ,28168.25, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,113997075.824206,0
624,Hāhākea,Lāhainā,Maui, ,496.9259, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2011076.79609807,0
631,Kuhua,Lāhainā,Maui, ,233.8270, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,946306.336947078,0
625,West Hanawana,Hāmākualoa,Maui, ,292.1311, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1182240.04689569,0
637,Pūʻou,Lāhainā,Maui, ,104.6064, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,423346.224133211,0
638,Panaʻewa,Lāhainā,Maui, ,1589.680, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6433490.20392327,0
639,East Makaīwa,Koʻolau,Maui, ,3368.179, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13630856.9313767,0
640,West Kaupakulua,Hāmākualoa,Maui, ,648.8684, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2625954.84834341,0
626,Grant 3584,Lāhainā,Maui, ,167.4035, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,677488.13264929,0
627,Hāliʻimaile,Hāmākuapoko,Maui, ,4131.532, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16720241.8275378,0
628,East Hanawana,Hāmākualoa,Maui, ,214.1404, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,866615.583420783,0
629,Puʻuki,Lāhainā,Maui, ,363.9388, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1472873.83294658,0
630,Puʻuomāile,Koʻolau,Maui, ,216.6349, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,876710.457703006,0
632,Pāpaʻaʻea,Koʻolau,Maui, ,368.1218, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1489770.63898257,0
633,West Makaīwa,Koʻolau,Maui, ,3115.371, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12607753.2625501,0
634,Paunau,Lāhainā,Maui, ,2157.147, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8730050.96341906,0
635,East Kaupakulua,Hāmākualoa,Maui, ,826.2229, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3343703.42587251,0
636,Kuholilea,Lāhainā,Maui, ,174.1567, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,704818.617409233,0
642,Kuʻia,Lāhainā,Maui, ,2130.570, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8622489.25566805,0
643,Kauaʻula,Lāhainā,Maui, ,1332.496, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5392656.78989371,0
644,Makaʻehu,Kula,Maui, ,7133.076, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,28867457.6519367,0
645,Honomanü,Koʻolau,Maui, ,3715.819, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15037747.6381209,0
646,Mākila,Lāhainā,Maui, ,88.89406, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,359757.134677699,0
647,Pūehuehunui,Lāhainā,Maui, ,396.7101, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1605498.24234221,0
648,Pūehuehuiki,Lāhainā,Maui, ,23.35980, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,94537.8834464345,0
649,Halakaʻa,Lāhainā,Maui, ,80.62654, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,326298.169951535,0
650,Pāhoa,Lāhainā,Maui, ,56.36592, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,228114.727204569,0
651,Polaiki,Lāhainā,Maui, ,207.7865, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,840918.678687869,0
652,Waineʻe,Lāhainā,Maui, ,188.5792, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,763186.139367669,0
653,Keʻanae,Koʻolau,Maui, ,11770.10, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,47633088.6048182,0
654,Koʻokā,Lāhainā,Maui, ,5.952443, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24089.7266408231,0
655,Waikapū,Pūʻali Komohana,Maui, ,15610.85, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,63177387.5246622,0
656,Olowalu,Lāhainā,Maui, ,5397.044, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21841982.7381731,0
657,Makawao,Hāmākuapoko,Maui, ,7614.519, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,30815792.3362818,0
660,Pūehuehunui,Lāhainā,Maui, ,161.7051, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,654425.817503617,0
658,Launiupoko,Lāhainā,Maui, ,3887.002, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15730814.323859,0
659,Halakaʻa,Lāhainā,Maui, ,31.61388, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,127942.379453884,0
661,Polanui,Lāhainā,Maui, ,363.4933, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1471068.99107669,0
662,Pāhoa,Lāhainā,Maui, ,152.1858, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,615900.793882446,0
663,Ukumehame,Lāhainā,Maui, ,10967.81, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,44386971.8620462,0
666,Haʻikū Uka,Hāmākualoa,Maui, ,7792.279, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,31535015.2183449,0
667,Pūlehunui,Kula,Maui, ,17258.93, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,69846819.4758406,0
668,Koʻolau,Koʻolau,Maui, ,19415.19, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,78572520.8064728,0
664,Wailuanui,Koʻolau,Maui, ,2289.028, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9263596.91153271,0
665,Kalialinui,Kula,Maui, ,20024.08, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,81036992.1851624,0
669,Wailuaiki,Koʻolau,Maui, ,599.3007, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2425343.48565966,0
670,Aʻapueo,Kula,Maui, ,2374.940, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9611343.66291497,0
671,Paʻakea,Koʻolau,Maui, ,68.23622, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,276148.989589703,0
672,ʻŌmaʻopio,Kula,Maui, ,4205.720, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17020494.9452973,0
673,ʻUlaʻino,Koʻolau,Maui, ,354.7272, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1435566.49029567,0
674,West Honomāʻele,Hāna,Maui, ,980.3914, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3967605.21903373,0
689,Kēōkea,Kula,Maui, ,5230.658, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21168596.7244515,0
675,East Honomāʻele,Hāna,Maui, ,880.8968, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3564954.56103472,0
676,Kawela,Hāna,Maui, ,2097.378, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8488010.21211374,0
677,Honokalani,Hāna,Maui, ,295.4579, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1195707.02500495,0
678,Wākiu,Hāna,Maui, ,1120.536, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4534747.78873726,0
679,Kawaipapa,Hāna,Maui, ,15082.93, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,61039793.1115714,0
680,Kamehamenui,Kula,Maui, ,5321.095, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21534502.6471702,0
681,Pūlehuiki,Kula,Maui, ,963.7617, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3900329.93722198,0
682,Kamehameiki,Kula,Maui, ,445.3038, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1802138.27105662,0
683,Waiakoa,Kula,Maui, ,6161.854, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24937050.5019025,0
684,ʻAlae 3-4,Kula,Maui, ,891.5193, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3607981.52338314,0
690,Haneoʻo,Hāna,Maui, ,759.3695, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3073091.05782713,0
691,ʻAlaenui,Kīpahulu,Maui, ,8362.680, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,33843409.293671,0
685,ʻAlae 1-2,Kula,Maui, ,2009.680, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8133180.84383594,0
686,Kaʻonoʻulu,Kula,Maui, ,5763.907, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23326585.5931109,0
687,Waiohuli,Kula,Maui, ,10954.28, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,44332205.7775813,0
697,Hāmoa,Hāna,Maui, ,153.6776, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,621915.971591874,0
698,Nuʻu,Kaupō,Maui, ,12169.49, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,49249577.248656,0
688,Kōheo 1-2,Kula,Maui, ,1229.452, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4975614.7458984,0
692,Papaʻanui,Honuaʻula,Maui, ,3934.752, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15923912.8322285,0
705,Paeahu,Kula,Maui, ,5431.265, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21980446.4925433,0
706,Nakula,Kaupō,Maui, ,7499.490, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,30350268.7143088,0
693,Kamaʻole,Kula,Maui, ,8096.254, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,32765719.2661761,0
694,Mokae,Hāna,Maui, ,675.3469, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2733070.66076974,0
695,Kahikinui,Kahikinui,Maui, ,27683.45, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,112035042.443472,0
696,Naholoku,Kaupō,Maui, ,12416.51, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,50249139.450595,0
699,Kākiʻo,Hāna,Maui, ,1342.255, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5432016.63900508,0
707,ʻAlaeiki,Kīpahulu,Maui, ,520.5311, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2106561.11899212,0
700,Mūʻolea,Hāna,Maui, ,984.4792, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3984130.86727009,0
712,Palauea,Honuaʻula,Maui, ,2110.541, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8541402.95322915,0
701,Waiohonu,Hāna,Maui, ,1494.825, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6049458.58139252,0
702,Puʻuhaoa,Hāna,Maui, ,1489.638, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6028485.15936324,0
703,Wailua,Hāna,Maui, ,403.4363, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1632685.0385469,0
704,Kaʻāpahu,Kīpahulu,Maui, ,1814.256, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7342211.22640168,0
708,Kukuiʻula,Kīpahulu,Maui, ,1037.435, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4198446.98213103,0
709,Puaʻaluʻu,Hāna,Maui, ,97.20419, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,393379.800589574,0
714,Kukuiʻulaiki,Kīpahulu,Maui, ,208.9493, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,845606.963259001,0
715,Keauhou,Honuaʻula,Maui, ,925.9208, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3747218.98754792,0
710,Kīkoʻo,Kīpahulu,Maui, ,796.2439, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3222354.75049342,0
711,Kanaio,Honuaʻula,Maui, ,8988.633, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,36377124.0742378,0
713,Auwahi,Kahikinui,Maui, ,5271.671, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21334524.0426744,0
716,Papaʻanui,Honuaʻula,Maui, ,4930.707, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19954663.6230275,0
717,Papaʻanui,Honuaʻula,Maui, ,0.259953, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1052.03480656274,0
721,Kaloʻi,Honuaʻula,Maui, ,1897.128, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7677707.48747262,0
718,Mohopilo,Honuaʻula,Maui, ,2438.464, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9868513.77237088,0
719,Kanahena,Honuaʻula,Maui, ,1303.906, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5276930.95174437,0
722,Kalihi,Honuaʻula,Maui, ,1262.875, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5110875.98921376,0
720,Kualapa,Honuaʻula,Maui, ,706.3933, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2858785.819756,0
723,Papaka Uka,Honuaʻula,Maui, ,39.87796, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,161386.803118889,0
724,Papaka Kai,Honuaʻula,Maui, ,1278.664, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5174773.47009617,0
725,Ulupehupehu,Koʻolauloa,Oʻahu, ,320.9830, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1298963.42757143,0
