X,Y,objectid,map_id,name,latitude,longitude,parcel_own,parcel_ope,access_typ,access_sur,dedicated_,shore_type,restroom,showers,picnic_fac,trash_rece,water,phone,lifeguard,alt_name,sign_word
-158.115562611096237,21.588720590588242,140,140,Pikai A,21.588724,-158.115577,State of Hawaii,State of Hawaii,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Pikai A,No Parking
-158.124530610780681,21.582579589390857,141,141,Kaiaka Bay Beach Park,21.582583,-158.124545,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,100,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Kaiaka Bay Beach Park,Kaiaka Bay Beach Park
-158.137493611565247,21.583461589827117,142,142,‘Aweoweo Beach Park,21.583465,-158.137508,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,1,Sand,Yes,Yes,Yes,Yes,Yes,Unknown,No,‘Aweoweo Beach Park,‘Aweoweo Beach Park
-158.14012461152177,21.58321358944065,143,143,Au Street (West) B,21.583217,-158.140139,"Kumura, Stanley S/Kumura, Aimee I",City access easement,Vertical and Horizontal,Grass,0,Sand,No,No,No,No,No,No,No,Au Street (West) B,258A
-158.142815611438891,21.582498589507352,144,144,Au Street (East) A,21.582502,-158.14283,Various Owners,City access easement,Vertical and Horizontal,Grass,0,Sand,No,No,No,No,No,No,No,Au Street (East) A,"239A, Public Right Of Way To Beach"
-158.155181612536893,21.579748589129707,145,145,Crozier Drive,21.579752,-158.155196,Various Owners,City access easement,Vertical and Horizontal,Sand,0,Sand,No,No,No,Yes,No,No,No,Crozier Drive,"257A, The Following Are Prohibited..."
-158.165421612640642,21.576826589328689,146,146,Makaleha Beach Park,21.57683,-158.165436,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,Yes,No,No,No,Makaleha Beach Right of Way,Public Right Of Way To Beach
-158.177645612741713,21.579973588806183,147,147,Ho'omana Place Beach Right of Way,21.579977,-158.17766,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,0,Sand,No,No,No,No,No,No,No,Hoomana Beach,Hoomana Beach Beach Right Of Way
-158.193410613651309,21.581359589348644,148,148,Mokule‘ia Beach Park,21.581363,-158.193425,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,63,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Mokule‘ia,The Following Are Prohibited...
-158.20874961391462,21.581165588744266,149,149,Dillingham Airfield,21.581169,-158.208764,United States of America,United States of America,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Army Beach,Various
-158.237200615442106,21.579662588398783,150,150,Ka'ena  Point State Park Reserve,21.579666,-158.237215,State of Hawaii DLNR State Parks Division,State of Hawaii DLNR State Parks Division,Vertical and Horizontal,Rocky,0,Rock,No,No,No,Yes,No,No,No,Ka'ena  Point State Park Reserve,Ka'ena Point State Park Reserve - Mokule‘ia  Section
-158.241523124793474,21.548849896828862,151,151,Ka'ena Point State Park Keawa'ula Beach,21.548853,-158.241538,State of Hawaii,State of Hawaii,Vertical and Horizontal,Sand,21,Sand,Yes,Yes,No,Yes,Yes,No,Yes,Keawa'ula,Ka'ena Point State Park
-158.230872694994531,21.536994336187412,152,152,Ka'ena Point State Park,21.536998,-158.230887,State of Hawaii,State of Hawaii,Vertical and Horizontal,Sand,100,Sand,No,No,No,Yes,No,No,No,N/A,Ka'ena Pt - Makua Section
-158.229513063774817,21.488336082339462,153,153,Kea'au Beach Park,21.488339,-158.229527,State of Hawaii,City & County of Honolulu,Vertical and Horizontal,Grass,37,Sand,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Kea'au Beach Park
-158.230100183645874,21.482537051975669,154,154,Makau Street B,21.48254,-158.230115,"Various, Capitol Investment Co Inc",City access easement,Vertical and Horizontal,Grass,0,Sand,No,No,No,No,No,No,No,Makua B Beach Right of Way,228A
-158.226876214055892,21.479228081777229,155,155,Makau Street A,21.479232,-158.226891,Various,City access easement,Vertical and Horizontal,Dirt,0,Rock,No,No,No,No,No,No,No,Makua A Beach Right of Way,227A
-158.221952703775287,21.47868538253557,156,156,Makaha Beach Park,21.478689,-158.221967,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,40,Sand,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mahaha  Beach Park,Mahaha  Beach Park
-158.218759633735488,21.473441961989817,157,157,Upena Street,21.473445,-158.218774,Various Owners,Various Owners,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Upena Street,"226A, Public Right Of Way To Beach"
-158.218141623455182,21.47136131184595,158,158,Upena Street,21.471365,-158.218156,Various Owners,Various Owners,Vertical and Horizontal,Dirt,0,Rock,No,No,No,No,No,No,No,Upena Street,Public Right Of Way To Beach
-158.215236963230637,21.465706491559001,159,159,Moua Street,21.46571,-158.215251,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Rocky,0,Rock,No,No,No,No,No,No,No,Moua Street,"225A, Public Right Of Way To Beach"
-158.210925312936581,21.461153641215816,160,160,Mauna Lahilahi Cultural Garden,21.461157,-158.21094,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Dirt and Sand,8,"Rock, Cliff",No,No,No,No,No,No,No,Mauna lahilahi Cultural GaRoaden,Notice Park Closed 10pm To 5am
-158.208129802910122,21.460731481025082,161,161,Mauna Lahilahi Beach Park,21.460735,-158.208144,State of Hawaii and City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,0,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Mauna Lahilahi Beach Park,Mauna Lahilahi Beach Park
-158.196720766773126,21.449504240291095,162,162,Wai'anae District Park,21.449508,-158.196735,State of Hawaii and City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Paved,100,Rock,Yes,No,Yes,Yes,Yes,Yes,No,Wai'anae Regional Park,Wai'anae Regional Park
-158.189980811893236,21.441614270135485,163,163,Poka‘i Bay Beach Park,21.441618,-158.189995,State of Hawaii,City & County of Honolulu,Vertical and Horizontal,Paved,100,Sand,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Poka‘i Bay Beach Park,Poka‘i Bay Beach Park
-158.183687381685218,21.432045359324299,164,164,Lualualei Beach Park,21.432049,-158.183702,State of Hawaii,City & County of Honolulu,Vertical and Horizontal,Grass,100,Sand,Yes,Yes,Yes,Yes,No,Yes,No,Lualualei Beach Park,E Komo Mai Lualualei Beach Park
-158.177385610536476,21.408396577978444,165,165,Ulehawa Beach Park,21.4084,-158.1774,State of Hawaii and City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,300,Sand,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Ma'ili Beach Park,Ma'Ili Beach Park
-158.178018940782607,21.421546579043426,166,166,Ma'ili Beach Park,21.42155,-158.178033,State of Hawaii & City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,207,Sand,Yes,Yes,Yes,Yes,Yes,No,No,N/A,N/A
-158.146606569339781,21.382037786745411,167,167,Nanakuli Beach Park,21.382041,-158.146621,State of Hawaii and City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,20,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Nanakuli Beach Park,Nanakuli Beach Park
-158.131908158676055,21.360819325621833,168,168,Tracks Beach Park,21.360823,-158.131923,HECO,City & County of Honolulu,Vertical and Horizontal,Grass,20,Sand,Yes,Yes,No,Yes,Yes,No,No,Tracks Beach Park,Tracks
-158.130345728698643,21.353157415832687,169,169,Kahe Point Beach Park,21.353161,-158.13036,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,58,Rock,Yes,Yes,Yes,Yes,Yes,Yes,No,Kahe Point Beach Park,The Following Are Prohibited...
-158.126915598238895,21.342094474602703,170,170,Paradise Cove,21.342098,-158.12693,James Campbell Lanikuhonua Cult Ins…,Multiple operator-managers,Vertical and Horizontal,Sand,15,Sand,No,No,No,Yes,No,No,No,Paradise Cove,Various
-158.125092378014159,21.339189684310249,171,171,Ko Olina Lagoon 1A,21.339193,-158.125107,Ihilani Hotel LLC,Ihilani Hotel LLC,Vertical and Horizontal,Paved,21,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Kohola (Whale),Public Access
-158.123681187624754,21.337139844637871,172,172,Ko Olina Lagoon 1B,21.337143,-158.123696,Ko Olina Chapel LLC,Ko Olina Chapel LLC,Vertical and Horizontal,Paved,18,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Kohola (Whale),Public Access
-158.122965608262803,21.335426574613386,173,173,Ko Olina Lagoon 2,21.33543,-158.12298,TAT Ko Olina 25 LLC,TAT Ko Olina 25 LLC,Vertical and Horizontal,Sand,19,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Honu (Turtle),Public Access
-158.121693157677498,21.332751754711023,174,174,Ko Olina Lagoon 3,21.332755,-158.121708,Marriot Ownership Resorts,Marriot Ownership Resorts,Vertical and Horizontal,Paved,20,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Nai'a (Dolphin),Public Access
-158.121528347284681,21.327570513577417,175,175,Ko Olina Lagoon 4,21.327574,-158.121543,City & County of Honolulu (via agreement),Ko Olina Development LLC,Vertical and Horizontal,Paved,102,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Ulua (Trevally),Public Access
-158.122465707727599,21.325788493792857,176,176,Ko Olina Beach Park,21.325792,-158.12248,Ko Olina Development LLC,Ko Olina Development LLC,Vertical and Horizontal,Paved,102,Sand,Yes,Yes,No,Yes,Yes,Yes,No,Ko Olina Beach Park,Public Access
-158.120312857316208,21.320617543542241,177,177,Kalaeloa,21.320621,-158.120327,James Campbell Company LLC,James Campbell Company LLC,Vertical and Horizontal,Paved,100,Rock,Yes,No,No,Yes,Yes,No,No,Barber's Point Harbor,Private Launch Ramp
-158.117839507541333,21.315590812848562,178,178,Camp Malakole,21.315594,-158.117854,Kenai Industrial Park Association,City & County of Honolulu,Vertical and Horizontal,Paved,0,"Sand, Rock",No,No,No,No,No,No,No,Camp Malakole,200A
-158.104418896878798,21.296792062124759,179,179,Barbers Point Beach Park,21.296795,-158.104433,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,52,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Barbers Point Beach Park,Barbers Point Beach Park
-158.063473675569639,21.300294293311612,180,180,Nimitz Beach,21.300298,-158.063488,United States of America,United States of America,Vertical and Horizontal,Sand,0,Sand,No,No,No,Yes,No,No,No,Nimitz Beach,The Following Are Prohibited...
-158.045395964835166,21.304126143597742,181,181,White Plains Beach,21.30413,-158.04541,United States of America,United States of America,Vertical and Horizontal,Paved,300,Sand,Yes,Yes,Yes,Yes,Yes,No,Yes,White Plains,Us Navy Property
-158.029738923439169,21.305691853471785,182,182,One'ula Beach Park,21.305695,-158.029753,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,300,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Hau Bush,One'Ula Beach Park
-158.021982503361016,21.306227483397048,183,183,Pupu Place,21.306231,-158.021997,City & County of Honolulu,City & County of Honolulu,Vertical,Paved,0,Rock,No,No,No,No,No,No,No,Pupu Pl,N/A
-158.011012272933243,21.310079944303205,184,184,Oneula Place,21.310083,-158.011027,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Oneula,"187A, Public Public Beach Right Of Way"
-158.007118613140506,21.310718584584045,185,185,Parish Drive,21.310722,-158.007133,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Parish Drive Beach Right of Way,"186J, Ewa Limu Management Area"
-158.004636142984879,21.311377833974319,186,186,Ewa Beach Rd. A,21.311381,-158.004651,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road A,"186I, Public Beach Right Of Way"
-158.002905632729579,21.311831064302396,187,187,Ewa Beach Rd. B,21.311834,-158.00292,City & County of Honolulu,City & County of Honolulu,Vertical,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road B (Mauka),"186G, Public Beach Right Of Way"
-158.002905632729579,21.311831064302396,188,188,Ewa Beach Rd. C,21.311834,-158.00292,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road C (Makai),"186H, Public Beach Right Of Way"
-158.001133913246179,21.312160684664516,189,189,Ewa Beach Rd. D,21.312164,-158.001148,City & County of Honolulu,City & County of Honolulu,Vertical,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road D (Mauka),"186E, Public Beach Right Of Way"
-158.001133913246179,21.312160684664516,190,190,Ewa Beach Rd. E,21.312164,-158.001148,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road E (Makai),"186F, Public Beach Right Of Way"
-157.999691822891265,21.312500604227207,191,191,Ewa Beach Rd. F,21.312504,-157.999706,City & County of Honolulu,City & County of Honolulu,Vertical,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road F (Mauka),"186C, Public Beach Right Of Way"
-157.999691822891265,21.312500604227207,192,192,Ewa Beach Rd. G,21.312504,-157.999706,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road G (Makai),186D
-157.99824972256539,21.312881734600943,193,193,Ewa Beach Rd. H,21.312885,-157.998264,City & County of Honolulu,City & County of Honolulu,Vertical,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road H (Mauka),"186A, Public Beach Right Of Way"
-157.99824972256539,21.312881734600943,194,194,Ewa Beach Rd. I,21.312885,-157.998264,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road I (Makai),"186B, Public Beach Right Of Way"
-157.99537583311087,21.313571874843468,195,195,Ewa Beach Rd. J,21.313575,-157.99539,City & County of Honolulu,City & County of Honolulu,Vertical,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road J (Mauka),185B
-157.99537583311087,21.313571874843468,196,196,Ewa Beach Rd. K,21.313575,-157.99539,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Sand,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road K (Makai),185C
-157.993974932212694,21.31390150432879,197,197,Ewa Beach Rd. L,21.313905,-157.993989,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Paved,0,Sand,No,No,No,No,No,No,No,Ewa Beach Road L (Makai),"185A, Public Beach Right Of Way"
-157.991657282420931,21.315003675000035,198,198,Ewa Beach Park,21.315007,-157.991672,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,71,Sand,Yes,Yes,Yes,Yes,Yes,No,No,Ewa Beach Park,"Ewa Beach Park, Notice Parking Lot Closed 8pm To 5am"
-157.972302292322496,21.323336925070016,199,199,Iriquois Point A,21.32334,-157.972317,United States of America,United States of America,Vertical and Horizontal,Grass,18,Sand,No,No,No,Yes,No,No,No,Iriquois Point A,Public Right Of Way To Beach
-158.021167014369979,21.366323487430599,200,200,West Loch Shoreline Park,21.366327,-158.021181,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Paved,50,Rock,Yes,No,No,Yes,Yes,Yes,No,West Lock Shoreline Park,Various
-157.955445602464465,21.386096579722238,201,201,Neil S Blaisdell Park,21.3861,-157.95546,City & County of Honolulu,City & County of Honolulu,Vertical and Horizontal,Grass,249,Rock,Yes,No,Yes,Yes,Yes,No,No,Pearl Harbor Park,Neil S Blaisdell Park
-157.935707821322325,21.377396579335407,202,202,Aiea Bay State Recreational Area,21.3774,-157.935722,State of Hawaii DLNR State Parks Division,State of Hawaii DLNR State Parks Division,Vertical and Horizontal,Grass,30,Rock,Yes,No,Yes,Yes,Yes,No,No,Aiea Bay State Recreational Area,Aiea Bay State Recreation Area
-157.91981060035485,21.31254379555098,203,203,Lagoon Drive,21.312547,-157.919825,State of Hawaii DOT Airports Division,State of Hawaii DOT Airports Division,Vertical and Horizontal,Grass,100,"Rock, Cliff",No,No,No,No,No,No,No,Lagoon Drive,No Parking (Along Lagoon Dr.)
-157.913124490101922,21.317782686034462,204,204,Island Seaplane,21.317786,-157.913139,State of Hawaii DOT Airports Division,State of Hawaii DOT Airports Division,Vertical and Horizontal,Grass,0,"Rock, Cliff",No,No,No,No,No,No,No,Island Seaplane,No Parking (Along Lagoon Dr.)
-157.903991159948134,21.324521576467088,205,205,Lagoon Drive,21.324525,-157.904006,State of Hawaii DOT Airports Division,State of Hawaii DOT Airports Division,Vertical and Horizontal,Grass,0,"Rock, Cliff",No,No,No,No,No,No,No,Lagoon Drive,No Parking (Along Lagoon Dr.)
-157.898577269523145,21.330507687139093,206,206,Ke'ehi Lagoon Park,21.330511,-157.898592,State of Hawaii,City & County of Honolulu,Vertical and Horizontal,Grass,452,"Sand, Rock",Yes,Yes,Yes,Yes,Yes,Yes,No,Ke'ehi Lagoon Beach Park,Ke'ehi Lagoon Beach Park
-157.890593928469798,21.314543796094153,207,207,Ke'ehi Boat Harbor,21.314547,-157.890608,State of Hawaii,State of Hawaii DLNR,Vertical and Horizontal,Paved,34,"Rock, Cliff",Yes,No,No,Yes,Yes,Yes,No,Ke'ehi Boat Harbor,Ke'ehi Boat Harbor
-157.889455038623112,21.311693795419007,208,208,Sand Island Launch Ramp Facility,21.311697,-157.889469,State of Hawaii,State of Hawaii DLNR,Vertical and Horizontal,Grass,30,"Sand, Rock",Yes,No,Yes,Yes,Yes,Yes,No,Sand Island Launch Ramp Facility,Sand Island Launch Ramp Facility
-157.87862170783518,21.301999355559353,209,209,Sand Island State Recreation Area,21.302003,-157.878636,State of Hawaii DOT Harbors Division,State of Hawaii DLNR,Vertical and Horizontal,Grass,500,"Sand, Rock, Cliff",Yes,Yes,Yes,Yes,Yes,No,No,Sand Island State Recreation Area,Sand Island State Park
